deck,scenario,trials,ready_by_t2_pct,ready_by_t2_se_pp,ready_by_t3_pct,ready_by_t3_se_pp,ready_by_t4_pct,ready_by_t4_se_pp,ready_by_t5_pct,ready_by_t5_se_pp,ready_on_t2_pct,ready_on_t3_pct,ready_on_t4_pct,ready_on_t5_pct,setup_failure_pct,setup_failure_se_pp,started_regi_pct,started_tapu_pct,secret_box_used_pct,blender_used_pct,exploding_energy_used_pct,steven_used_pct,star_alchemy_used_pct,legacy_star_used_pct,mean_mulligans,secret_box_attempts_per_game,secret_box_cost_blocks_per_game,secret_box_missing_axis_per_game,secret_box_missing_regi_axis_per_game,secret_box_missing_line_axis_per_game,secret_box_missing_vstar_axis_per_game,secret_box_missing_payload_axis_per_game,secret_box_missing_treasure_axis_per_game,secret_box_missing_fire_axis_per_game,secret_box_missing_grass_axis_per_game,secret_box_missing_ability_axis_per_game,secret_box_missing_supporter_axis_per_game,secret_box_missing_known_prize_zone_per_game,secret_box_missing_discard_zone_per_game,secret_box_missing_stranded_hand_zone_per_game,secret_box_bench_blocks_per_game,secret_box_arven_banks_per_game,secret_box_steven_banks_per_game,secret_box_gladion_banks_per_game,secret_box_fss_banks_per_game,t2_missing_active_vstar_pct,t2_missing_grass_pct,t2_missing_fire_pct,t2_missing_payload_pct,t2_eligible_regi_start_pct,t2_active_regi_start_pct,t2_pineco_line_start_pct,t2_vstar_held_start_pct,t2_eligible_missed_active_pct,t2_eligible_held_vstar_missed_active_pct
"regidrago-shell","strict-jit-rulebox-ability-lock/go-second",100000,18.514,0.122826,35.939,0.151733,46.816,0.157793,55.369,0.1572,18.514,17.425,10.877,8.553,53.184,0.157793,57.061,16.305,0,20.582,0,19.711,32.882,7.342,0.43179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.091,69.144,67.055,67.205,0,0,0,0,0,0
"regidrago-shell","strict-jit-combined-lock/go-second",100000,3.797,0.0604386,14.322,0.110774,19.877,0.126198,24.026,0.135106,3.797,10.525,5.555,4.149,80.123,0.126198,56.916,16.317,0,0,0,20.094,34.452,10.185,0.43013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.941,75.471,70.769,90.64,0,0,0,0,0,0
"regidrago-shell","strict-jit-supporter-lock/go-first",100000,0.002,0.0014142,14.719,0.112038,21.186,0.129219,28.255,0.142378,0.002,14.717,6.467,7.069,78.814,0.129219,57.314,14.72,0,10.986,0,0,15.549,45.57,0.42417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.358,76.097,82.734,72.347,0,0,0,0,0,0
"regidrago-shell","strict-jit-supporter-lock/go-second",100000,8.046,0.0860152,19.303,0.124808,25.257,0.137397,31.605,0.147025,8.046,11.257,5.954,6.348,74.743,0.137397,56.847,14.754,0,9.737,0,0,15.503,45.283,0.4307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.746,72.227,76.362,69.696,0,0,0,0,0,0
"regidrago-pineco","strict-jit/go-first",100000,19.762,0.125923,49.001,0.158082,66.554,0.149197,76.987,0.133105,19.762,29.239,17.553,10.433,33.446,0.149197,51.37,29.183,46.957,0,63.128,10.082,41.467,22.405,0.2882,2.18291,0.22942,1.49141,0.88787,0.74871,0.00246,0,0.00782,0.06645,0.00143,0,0.45776,0.7672,0.40086,0.26905,0.00025,0.35062,0.05807,0.04313,0.07124,54.526,69.407,67.215,62.947,69.18,56.633,31.596,45.444,23.774,3.575
"regidrago-pineco","matchup-flex-jit/go-first",100000,21.284,0.129437,50.38,0.158109,68.485,0.146912,78.908,0.129009,21.284,29.096,18.105,10.423,31.515,0.146912,51.549,29.141,48.138,0,64.418,8.703,41.484,27.138,0.28639,2.13154,0.3511,1.30811,0.61728,0.78902,0.00443,0,0.00681,0.07348,0.00271,0,0.46337,0.75383,0.45361,0.28991,0.00037,0.34647,0.06137,0.04465,0.07941,50.737,66.312,64.305,60.807,76.861,59.995,31.637,50.194,27.598,5.187
"regidrago-pineco","no-discard-control/go-first",100000,25.216,0.137323,60.418,0.154644,75.805,0.135429,82.997,0.118794,25.216,35.202,15.387,7.192,24.195,0.135429,51.367,28.999,46.186,0,66.671,6.854,41.35,16.603,0.2856,1.48189,0.08081,0.93849,0.43305,0.59331,0.00448,0,0.00275,0.03268,0.00238,0,0.34019,0.56228,0.29785,0.22415,0.00073,0.28808,0.05279,0.04037,0.08672,45.964,60.485,62.063,30.213,82.365,62.518,32.239,55.398,28.329,6.08
"regidrago-pineco","strict-jit-turn2-item-lock/go-first",100000,4.656,0.0666274,8.665,0.0889617,14.898,0.112599,21.197,0.129243,4.656,4.009,6.233,6.299,85.102,0.112599,51.411,29.139,0,0,38.546,17.014,39.95,32.743,0.28462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3917,0.12512,0.04962,0.07254,69.031,85.339,79.881,80.251,69.78,57.193,31.602,45.568,38.811,4.283
"regidrago-pineco","strict-jit-rulebox-ability-lock/go-first",100000,4.922,0.0684086,18.591,0.123023,30.594,0.145719,41.483,0.155803,4.922,13.669,12.003,10.889,69.406,0.145719,51.236,29.369,17.941,0,21.372,15.286,40.565,8.354,0.28703,4.27177,0.20672,3.89778,0.91627,0.74439,0.00512,0,0.01263,0.10801,0.0019,3.40307,0.53507,0.76947,0.22692,0.3497,0.00018,0.30314,0.1025,0.03505,0.07266,60.582,85.579,78.11,79.752,69.298,56.527,31.233,45.481,29.896,5.294
"regidrago-pineco","strict-jit-combined-lock/go-first",100000,0.973,0.0310408,2.399,0.0483885,4.953,0.0686125,7.981,0.0856974,0.973,1.426,2.554,3.028,95.047,0.0686125,51.506,29.266,0,0,11.105,17.291,37.704,8.465,0.28478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30055,0.12031,0.03283,0.07229,68.799,91.533,83.243,91.406,69.829,57.222,31.406,45.909,38.628,5.288
"regidrago-pineco","strict-jit/go-second",100000,48.305,0.158023,64.267,0.151541,74.63,0.1376,81.354,0.123164,48.305,15.962,10.363,6.724,25.37,0.1376,51.789,29.009,59.648,0,71.231,36.265,46.807,14.762,0.28687,2.03625,0.18449,1.25916,0.81712,0.53519,0.00362,7e-05,0.00525,0.04776,0.00101,0,0.22732,0.64343,0.32537,0.22674,0.00126,0.31049,0.26178,0.04034,0.0396,38.688,43.882,45.15,42.641,74.46,57.006,39.786,50.195,13.653,2.954
"regidrago-pineco","matchup-flex-jit/go-second",100000,51.349,0.158056,67.218,0.148443,76.804,0.133475,83.237,0.118123,51.349,15.869,9.586,6.433,23.196,0.133475,51.382,29.142,62.744,0,74.934,37.248,47.682,17.224,0.28633,1.98804,0.29407,1.07167,0.58454,0.55451,0.00534,0,0.00545,0.04174,0.00227,0,0.21944,0.60692,0.3482,0.23198,0.00104,0.30272,0.29604,0.0409,0.0395,34.136,39.61,40.684,39.474,80.957,59.972,40.592,53.892,15.093,3.872
"regidrago-pineco","no-discard-control/go-second",100000,59.434,0.155274,73.939,0.138814,82.494,0.120172,87.129,0.105898,59.434,14.505,8.555,4.635,17.506,0.120172,51.468,29.162,64.301,0,78.576,35.811,48.117,8.42,0.28622,1.46532,0.04725,0.77388,0.40086,0.42476,0.00511,0,0.00292,0.0246,0.00228,0,0.15385,0.47056,0.2378,0.18933,0.00118,0.27612,0.30139,0.03903,0.04419,27.659,32.031,36.12,15.345,86.12,62.567,44.021,59.462,13.779,3.909
"regidrago-pineco","strict-jit-turn2-item-lock/go-second",100000,6.866,0.0799661,12.754,0.105486,19.12,0.124355,24.501,0.136007,6.866,5.888,6.366,5.381,80.88,0.124355,51.482,29.232,0,0,44.469,43.153,37.929,33.927,0.28911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32938,0.3294,0.04506,0.04091,65.683,78.286,76.882,78.973,74.442,57.271,40.626,50.452,40.125,4.819
"regidrago-pineco","strict-jit-rulebox-ability-lock/go-second",100000,12.506,0.104604,24.644,0.136274,34.46,0.150283,44.011,0.156976,12.506,12.138,9.816,9.551,65.54,0.150283,51.452,29.228,19.891,0,21.774,21.707,40.628,7.127,0.28212,4.61207,0.22749,4.19738,0.97345,0.63292,0.00666,0.00013,0.01306,0.09667,0.00161,3.72133,0.34118,0.75485,0.32702,0.30504,0.00025,0.31203,0.15344,0.03421,0.05353,57.318,77.028,71.782,75.787,72.385,57.084,33.791,50.403,29.753,6.529
"regidrago-pineco","strict-jit-combined-lock/go-second",100000,1.903,0.0432063,4.399,0.0648497,6.943,0.08038,9.733,0.093732,1.903,2.496,2.544,2.79,93.057,0.08038,51.337,29.39,0,0,12.012,23.862,37.162,8.845,0.28537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30227,0.17077,0.03221,0.05497,68.201,86.99,81.048,91.189,72.429,57.233,33.905,50.026,40.63,6.433
"regidrago-pineco","strict-jit-supporter-lock/go-first",100000,1.897,0.0431395,7.361,0.0825782,12.495,0.104565,19.002,0.124061,1.897,5.464,5.134,6.507,87.505,0.104565,51.318,29.285,2.967,0,15.687,0,16.534,45.833,0.28804,2.76597,0.15925,2.58356,0.28073,2.52307,0.00571,0,0.01248,0.59585,0.00156,0,2.54764,1.4986,0.81676,1.21908,0,0,0,0,0.08906,57.484,85.402,83.4,69.557,83.209,63.319,32.201,55.751,40.693,9.672
"regidrago-pineco","strict-jit-supporter-lock/go-second",100000,6.551,0.0782422,11.663,0.101502,16.865,0.118409,23.322,0.133727,6.551,5.112,5.202,6.457,83.135,0.118409,51.483,29.118,3.05,0,14.523,0,16.114,45.363,0.28532,2.68406,0.17945,2.48059,0.28147,2.41485,0.00932,0,0.01656,0.55006,0.00186,0,2.44115,1.4178,0.99358,1.17618,0,0,0,0,0.08568,57.725,81.514,79.764,68.807,83.259,63.28,32.271,55.07,40.984,9.479
